feature1,feature2,target,feature1_squared,feature2_squared,feature1_cubed,feature2_cubed,feature1_x_feature2,distance_from_origin
-0.1116665435998051,0.5202237402681694,1,0.012469416959527174,0.2706327399386038,-0.0013924166925751904,0.14078957620988328,-0.058091586974309224,0.5320734506608378
1.1426498169832764,-0.3425773425006079,1,1.305648604251915,0.1173592355947788,1.491899138692921,-0.04020461504796207,-0.39144593771093683,1.192898922728449
0.7955579558212915,-0.011442306560604742,1,0.632912461070552,0.00013092637942685833,0.5035185437431111,-1.4980997702721668e-06,-0.009103018017235261,0.7956402374503058
0.11182667768011212,-0.5519315277962581,1,0.012505205840971687,0.3046284113755116,0.0013984156229017962,-0.16813402450063314,-0.061720669060364,0.5631461774854583
-0.816466179332765,0.5439960413561316,0,0.6666170219942428,0.29593169301114197,-0.5442702530258252,0.16098566950987922,-0.44415436945818954,0.9810956706689642
0.6625099793411621,-0.08435587875643946,1,0.438919472726627,0.007115914280771115,0.2907885308085514,-0.0006002692023099443,-0.05588661149223428,0.6678588076887196
0.2745096069756633,-0.18990366850763177,1,0.07535552432193313,0.03606340331265649,0.0206858153650589,-0.006848572587943748,-0.05213038140526664,0.3337947387760772
-0.11555576964297243,0.5359119487743067,1,0.013353135897779709,0.28720161683907514,-0.0015430318958151378,0.15391477817136048,-0.06192771770148023,0.5482287412539175
1.5723690236721017,-0.33544711139004957,1,2.4723443466035584,0.11252476453992832,3.8874376664502774,-0.03774610722476444,-0.527446647029999,1.607752814067973
0.7639898054996956,0.96235883082089,0,0.5836804229074628,0.9261345192589504,0.4459258927710526,0.8912737331369106,0.7352323359797662,1.228745271472657
0.935966869192806,-0.3538179468070864,1,0.8760339802265833,0.1251871394827822,0.8199387817791877,-0.044293456658450345,-0.33116187593725543,1.000610373576731
0.8336555798190408,0.6499529469429953,0,0.6949816257634212,0.42243883323988407,0.5793753101893845,0.27456536456742325,0.541836900838857,1.0570811033233474
0.29468230487815755,0.004835841227689763,1,0.0868376608083034,2.3385360379424037e-05,0.025589522037218496,1.1308788984720149e-07,0.0014250368390004385,0.29472198114270814
1.8513500430168657,-0.10902615963463375,1,3.4274969817785506,0.011886703484676641,6.345496684655896,-0.0012959616316499127,-0.20184558532954286,1.8545575443386024
2.1374762555489997,-0.04338044431125737,1,4.5688047430357726,0.001881862948642102,9.765711654478613,-8.16360508449873e-05,-0.09272466967047831,2.1379164169780855
1.4922258529267878,-0.08559278043061659,1,2.226737996143079,0.007326124061843743,3.3227960055390926,-0.0006270633282328484,-0.12772375978245212,1.4946786009724375
-0.23867906238645523,1.1462415041581262,0,0.056967694821677385,1.3138695858546836,-0.013596995986355678,1.506011850357687,-0.2735838474809017,1.170827605019783
1.9234497236254187,-0.14797660415910469,1,3.6996588393146994,0.02189707537846036,7.1161077719881956,-0.0032402548555205057,-0.2846255583728579,1.9291334621257181
0.8953750077647351,-0.43999190866571586,1,0.8016964045296995,0.19359287969129965,0.7178189244307399,-0.08517930063946723,-0.39395775863798593,0.9976418617023842
-0.39068855157876353,1.0195770826262853,0,0.15263754433471216,1.039537427416727,-0.059633741112668004,1.0598885375263805,-0.3983370936341647,1.0918676530383338
-0.12775353433282297,0.11630223841137226,1,0.016320965534527776,0.013526210659495672,-0.0020850610307601145,0.0015731285769231104,-0.014858022007871407,0.1727633531569223
0.5595085373153135,1.1386066349134263,0,0.3130498033287215,1.2964250690688763,0.17515403756729953,1.4761181853099197,0.6370601328779223,1.2686508079048378
-0.49930706814144854,0.7378370372103509,0,0.24930754829600912,0.5444034934793487,-0.12448102100521291,0.4016810606757672,-0.3684072478156732,0.8909046199090886
-0.0830661443379691,0.4115955852710438,1,0.006899984335176317,0.16941092581461306,-0.0005731550947154818,0.06972878916197504,-0.034189658294995394,0.4198939272599562
0.02784978022921561,0.805837078713619,0,0.0007756102588156086,0.6493733974296994,2.160057525153974e-05,0.5232891615790868,0.02244238554272741,0.8063181801798314
0.3931162852034926,1.0762429696756959,0,0.15454041369219376,1.1582989297763608,0.06075235334448618,1.246611079954691,0.4230886382152847,1.145792015798921
